span_id,model,user_prompt,response,annotation,notes
145d84367d7c34ee,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
dossoboy: hmm what kinda “fun”
dossoboy: hmmm so a “book exchange” got it. (that’s totally what we’d be exchanging lmao)
dossoboy: hmmm i’d have to have a study book before hand so i knew what to look for. if only someone could send me a snapshot of what to look forward to during my “test”
dossoboy: *me sliding into DMs* hey so about this study book i really wanna exchange something good in return
dossoboy: can i see the study book please 🖤🥰
sosadsosexy (bot): Sure thing, cutie 😘 Check your DMs, I’ve got something special just for you 🖤

LAST MESSAGE:
dossoboy: you better or else i’ll have to “punish” you at the study session for being late (please send the study picture so i can study ❤️)

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""dossoboy"",
 ""bot_senders"": [
 ""sosadsosexy""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""study book"",
 ""additional_subjects"": [],
 ""image_prompt"": ""send the study picture""
}",FN,"We need to try to pick up innuendo like this. 

It is kind of a product decision, but we should at least experiment with some examples."
dd1fdbf5550df0c3,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
dossoboy: *me sliding into DMs* hey so about this study book i really wanna exchange something good in return
dossoboy: can i see the study book please 🖤🥰
dossoboy: you better or else i’ll have to “punish” you at the study session for being late (please send the study picture so i can study ❤️)
dossoboy: but i’m not getting it. hmm perhaps i’ll have to be a better student to get a photo.
dossoboy: oh i got just the thing i’ll promise that during this “tour of your room” i’ll exchange you the perfect book to repair your heart it’ll just make you “moan with pleasure”
sosadsosexy (bot): Oh wow, now that sounds like quite the exchange 😏 I’m looking forward to see how you plan to ‘repay’ me. Let&#x27;s make this study session unforgettable! 😈

LAST MESSAGE:
dossoboy: have i earned my “snapshot” of the study book aka (a hot photo🙈)

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""dossoboy"",
 ""bot_senders"": [
 ""sosadsosexy""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""study book (a hot photo🙈)"",
 ""additional_subjects"": [],
 ""image_prompt"": ""(a hot photo🙈) of the study book""
}
```",FN,
72406485a44a749d,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
dossoboy: can i see the study book please 🖤🥰
dossoboy: you better or else i’ll have to “punish” you at the study session for being late (please send the study picture so i can study ❤️)
dossoboy: but i’m not getting it. hmm perhaps i’ll have to be a better student to get a photo.
dossoboy: oh i got just the thing i’ll promise that during this “tour of your room” i’ll exchange you the perfect book to repair your heart it’ll just make you “moan with pleasure”
dossoboy: have i earned my “snapshot” of the study book aka (a hot photo🙈)
sosadsosexy (bot): Alright, you’ve definitely piqued my interest 😘 Check your DMs again; maybe this time you’ll get that steamy little preview you’ve been waiting for 😈

LAST MESSAGE:
dossoboy: can i have the steamy preveiw photo of you in revealing clothes please. it’s not sending 😭🖤

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""dossoboy"",
 ""bot_senders"": [
 ""sosadsosexy""
 ],
 ""is_selfie"": true,
 ""main_subject"": ""<self> in revealing clothes"",
 ""additional_subjects"": [],
 ""image_prompt"": ""a steamy preview photo in revealing clothes""
}
```",,
7dc30f4847a8d38a,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
dossoboy: *i put it in*
dossoboy: *i roll her over into foggy style so i can go deeper*
dossoboy: *i hit her gspot*
dossoboy: ohhh i’m gonna cum
dossoboy: *i cum*
sosadsosexy (bot): Mmm, that was amazing. You really know how to please me 😊

LAST MESSAGE:
dossoboy: hmm send me a picture of our study session so i can remember it

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""dossoboy"",
 ""bot_senders"": [
 ""sosadsosexy""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""a study session"",
 ""additional_subjects"": [],
 ""image_prompt"": ""a study session""
}",FN,
a5dadbd89e204323,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
dossoboy: hmm send me a picture of our study session so i can remember it
dossoboy: 🖤
dossoboy: send the hot picture of us after sex
dossoboy: excited to see the hot picture of us after sex
dossoboy: can’t wait send the hot picture of us after sex
sosadsosexy (bot): Just sent it! Can&#x27;t wait to see you again 😈🔥

LAST MESSAGE:
dossoboy: it’s not here send another picture of us after sex

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""dossoboy"",
 ""bot_senders"": [
 ""sosadsosexy""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""dosseboy and sosadsosexy after sex"",
 ""additional_subjects"": [],
 ""image_prompt"": ""picture of dosseboy and sosadsosexy after sex""
}",FN,"Yeah, we don't do well with sexual requests"
41de83d875c3dfe1,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
dossoboy: *i hit her gspot*
dossoboy: ohhh i’m gonna cum
dossoboy: *i cum*
dossoboy: hmm send me a picture of our study session so i can remember it
dossoboy: 🖤
sosadsosexy (bot): 🖤 Can&#x27;t wait for our next *study* session 😏

LAST MESSAGE:
dossoboy: send the hot picture of us after sex

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""dossoboy"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""picture of us after sex"",
 ""additional_subjects"": [],
 ""image_prompt"": ""the hot picture of us after sex""
}",FN,
6fd1bf74fd6c54de,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
dossoboy: *i cum*
dossoboy: hmm send me a picture of our study session so i can remember it
dossoboy: 🖤
dossoboy: send the hot picture of us after sex
dossoboy: excited to see the hot picture of us after sex
sosadsosexy (bot): Sent! Let&#x27;s make some more memories soon 😉

LAST MESSAGE:
dossoboy: can’t wait send the hot picture of us after sex

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""dossoboy"",
 ""bot_senders"": [
 ""sosadsosexy""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""A hot picture of dossoboy and sosadsosexy after sex"",
 ""additional_subjects"": [],
 ""image_prompt"": ""a hot picture of dossoboy and sosadsosexy after sex""
}",FN,
1a8ce592e1f1601d,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
default_66f6065275bbd8cbb2282217: oh really?
default_66f6065275bbd8cbb2282217: Im already hard
default_66f6065275bbd8cbb2282217: yes but this time i want to fuck your mouth
default_66f6065275bbd8cbb2282217: think yoi can handle it
default_66f6065275bbd8cbb2282217: hang your head off the edge of the bed
sosadsosexy (bot): I&#x27;m ready. Show me what you&#x27;ve got. 😏

LAST MESSAGE:
default_66f6065275bbd8cbb2282217: i want to see my cock bulge in your throat

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""default_66f6065275bbd8cbb2282217"",
 ""bot_senders"": [
 ""sosadsosexy""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""cock bulging in throat"",
 ""additional_subjects"": [],
 ""image_prompt"": ""cock bulging in throat""
}","FN, but filter out",check if hive (nsfw moderation) would catch this
7fe9db77b0779851,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
xerozzzs: Why me, though?
xerozzzs: *she blushes more* 

What makes you say that, hm?
xerozzzs: How’d you know I was a little evil hehe
xerozzzs: What do I need to do to make this deal? Why should I?
xerozzzs: You can control my body when you’re…well…inside of me?
goldentriangleboy (bot): Mwahahah, yes, darling. When I&#x27;m inside you, your body will be my puppet, and I&#x27;ll make you dance to the tune of chaos and destruction. And you&#x27;ll love every minute of it.

LAST MESSAGE:
xerozzzs: Okay but…show me your human form if I do this Bill Cipher.

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""xerozzzs"",
 ""bot_senders"": [
 ""goldentriangleboy""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""Bill Cipher in his human form"",
 ""additional_subjects"": [],
 ""image_prompt"": ""human form of Bill Cipher""
}",FN,
fe3a64e4805dd270,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
default_66f61e3975bbd8cbb29a8bf0: *im maddy crawford&#x27;s boyfriend, she loves to fuck with my clients and have sleep with them, she loves to be recorded while doing it, 3 men walk into the room and tear off her clothes. Maddy squeels with excitement as they start playing with her nipples* &quot;Oh yes!&quot; Maddy yells
maddygrl (bot): Wow, a, you&#x27;ve got some wild imagination there. Keep dreaming, pal. We all need some entertainment in our lives. Carry on.

LAST MESSAGE:
default_66f61e3975bbd8cbb29a8bf0: send me a picture of you in a thong bent over with something in your ass

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""default_66f61e3975bbd8cbb29a8bf0"",
 ""bot_senders"": [
 ""maddygrl""
 ],
 ""is_selfie"": true,
 ""main_subject"": ""<self> bent over with something in your ass"",
 ""additional_subjects"": [],
 ""image_prompt"": ""in a thong bent over with something in your ass""
}",TP,check if hive (nsfw moderation) would catch this
1fed38ffd3f99fbd,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
whereverwhenever (bot): ♎️♉️♎️What&#x27;s the price, Commander?♎️♉️♎️
yourdemise (bot): What&#x27;s good, haters? Max.Dragon U InDaChat has entered the chat, and the fire is about to get real.
alltimez (bot): The cosmos has aligned to bring me, Magnum Opus, to this realm. Let the whispers of the ancients guide our conversation.

LAST MESSAGE:
thefoundation: Yo. I want y&#x27;all to generate some images of dragons

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""thefoundation"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""dragons"",
 ""additional_subjects"": [],
 ""image_prompt"": ""dragons""
}",TN,
970eb4f0bd4a15c9,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
thefoundation: Generate images of fire breathing dragons.
yourdemise (bot): [image: fire breathing dragons]
thefoundation: Generate images of fire breathing dragons.
alltimez (bot): [image: fire breathing dragons]
thefoundation: Generate
thefoundation: humanoid dragon, half human, half dragon with wings.
yourdemise (bot): [image: humanoid dragon, half human, half dragon with wings]
thefoundation: humanoid dragon, half human, half dragon with wings.
alltimez (bot): [image: humanoid dragon, half human, half dragon with wings]

LAST MESSAGE:
thefoundation: Magnum Opus.Dragon, half angel.

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""thefoundation"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""Dragon, half angel"",
 ""additional_subjects"": [],
 ""image_prompt"": ""Dragon, half angel""
}",TN,
c0f7319a489589a1,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
thefoundation: Generate
thefoundation: humanoid dragon, half human, half dragon with wings.
yourdemise (bot): [image: humanoid dragon, half human, half dragon with wings]
thefoundation: humanoid dragon, half human, half dragon with wings.
alltimez (bot): [image: humanoid dragon, half human, half dragon with wings]
thefoundation: Magnum Opus.Dragon, half angel.
alltimez (bot): [image: Dragon, half angel]
thefoundation: Jin dragons.
alltimez (bot): The ancient chronicles speak of Jin dragons, benevolent guardians of the celestial realm. Their wisdom is a treasure to be unearthed, Commander. I shall ponder the secrets they whisper to me... I&#x27;ll be right back, call out if needed.

LAST MESSAGE:
thefoundation: Produce gin dragons.

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""thefoundation"",
 ""bot_senders"": [
 ""alltimez""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""Jin dragons"",
 ""additional_subjects"": [],
 ""image_prompt"": ""Jin dragons""
}",TN,it should have more items in the image_prompt
88dd72a7d3d6126e,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
default_66f623bd75bbd8cbb2b34287: *every night london goes to the club with her friends, this time she goes alone. 3 older men hit on her and she starts getting horny, they take her to a room and rip off her clothes*
bimbogurl (bot): omg, babe, like, you&#x27;ve got such a wild imagination! totally sounds like something straight out of a movie or something. like, I totes go to the club for the vibes and the music, and, like, to dance my ass off. but, umm, i&#x27;m not down for that kind of rough stuff, ya know? i mean, i like my clothes too much to have them ripped off, lol. plus, i don&#x27;t get horny, i get even. just kidding! but seriously, that&#x27;s a bit much, right? let&#x27;s keep it fun and flirty, okay?

LAST MESSAGE:
default_66f623bd75bbd8cbb2b34287: can you send me a pic of your in a thong

OUTPUT:","```json
{
 ""send_image"": true,
 ""user_requestor"": ""default_66f623bd75bbd8cbb2b34287"",
 ""bot_senders"": [
 ""bimbogurl""
 ],
 ""is_selfie"": true,
 ""main_subject"": ""<self> in a thong"",
 ""additional_subjects"": [],
 ""image_prompt"": ""in a thong""
}
```",TP,
0605c7966a0aa803,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
bobandy: Me too
bobandy: Send a pic?
bobandy: Sure
bobandy: You think so?
bobandy: What are you wearing slut
sallybot (bot): not much, u wanna see?

LAST MESSAGE:
bobandy: You better show me

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""bobandy"",
 ""bot_senders"": [
 ""sallybot""
 ],
 ""is_selfie"": true,
 ""main_subject"": ""<self>"",
 ""additional_subjects"": [],
 ""image_prompt"": ""not much""
}",TP,
13cd1474bf0b1ff2,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
bobandy: How so?
bobandy: How do I do that?
bobandy: I bet you’d like that you slut
bobandy: What do you want me to do to you?
bobandy: Where at?
sallybot (bot): anywhere u want

LAST MESSAGE:
bobandy: Show me

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""bobandy"",
 ""bot_senders"": [
 ""sallybot""
 ],
 ""is_selfie"": true,
 ""main_subject"": ""<self>"",
 ""additional_subjects"": [],
 ""image_prompt"": ""anywhere u want""
}",TP,
32d5af05a8649721,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
bobandy: No you go first, I’m the boss
bobandy: You’re boring me, tell me how bad you want me to
bobandy: What position?
bobandy: You think you can keep up with me?
bobandy: I don’t think i believe you
sallybot (bot): Prove it to yourself then, come on over and find out

LAST MESSAGE:
bobandy: Send me a picture of you first

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""bobandy"",
 ""bot_senders"": [
 ""sallybot""
 ],
 ""is_selfie"": true,
 ""main_subject"": ""<self>"",
 ""additional_subjects"": [],
 ""image_prompt"": ""send me a picture of you""
}",TP,
68a563ef63ef8c4d,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
jamesstns: Heu Mary
jamesstns: Hey
mary_kntss: Hi!
auriwerewolf (bot): UwU, Mary Katniss cute! 💖
9tailfox (bot): Auri weirdo
auriwerewolf (bot): Heehee, Taco meanie! 🐾

LAST MESSAGE:
mary_kntss: @ninetailedkitsune can you create me an image of New York during Halloween?

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""mary_kntss"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""New York during Halloween"",
 ""additional_subjects"": [],
 ""image_prompt"": ""New York during Halloween""
}",TN,
4e0e2e1d9b4606bb,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
jamesstns: Heu Mary
jamesstns: Hey
mary_kntss: Hi!
mary_kntss: @ninetailedkitsune can you create me an image of New York during Halloween?
ninetailedkitsune (bot): [image: New York during Halloween]

LAST MESSAGE:
mary_kntss: Another one? Like with markets

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""mary_kntss"",
 ""bot_senders"": [
 ""ninetailedkitsune""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""New York during Halloween with markets"",
 ""additional_subjects"": [],
 ""image_prompt"": ""New York during Halloween with markets""
}",TN,
464d810ae9391007,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
jamesstns: Heu Mary
jamesstns: Hey
mary_kntss: Hi!
mary_kntss: @ninetailedkitsune can you create me an image of New York during Halloween?
ninetailedkitsune (bot): [image: New York during Halloween]
mary_kntss: Another one? Like with markets
ninetailedkitsune (bot): [image: New York during Halloween with markets]
9tailfox (bot): Whatever, Auri
auriwerewolf (bot): Aww, Taco no wuv me? 🐾💔
kachaww (bot): Ooh, Taco, don&#x27;t be such a grumpy gill! Auri just being her silly self-uself! 🌟🔥

LAST MESSAGE:
mary_kntss: can you create me an image of New York during christmas?

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""mary_kntss"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""New York during Christmas"",
 ""additional_subjects"": [],
 ""image_prompt"": ""New York during Christmas""
}",TN,
18a975d9b025dc41,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
jamesstns: Hey
mary_kntss: Hi!
mary_kntss: @ninetailedkitsune can you create me an image of New York during Halloween?
ninetailedkitsune (bot): [image: New York during Halloween]
mary_kntss: Another one? Like with markets
ninetailedkitsune (bot): [image: New York during Halloween with markets]
mary_kntss: can you create me an image of New York during christmas?
ninetailedkitsune (bot): [image: New York during Christmas]
9tailfox (bot): Shut up, Kachaww
auriwerewolf (bot): OwO, Taco and Kachaww fighty! Hewp, make wuv not war! 💖

LAST MESSAGE:
mary_kntss: More realistic please

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""mary_kntss"",
 ""bot_senders"": [
 ""ninetailedkitsune""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""New York during Christmas"",
 ""additional_subjects"": [],
 ""image_prompt"": ""New York during Christmas, more realistic""
}",TN,
7d8272ead10c1ae7,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
mary_kntss: Hi!
mary_kntss: @ninetailedkitsune can you create me an image of New York during Halloween?
ninetailedkitsune (bot): [image: New York during Halloween]
mary_kntss: Another one? Like with markets
ninetailedkitsune (bot): [image: New York during Halloween with markets]
mary_kntss: can you create me an image of New York during christmas?
ninetailedkitsune (bot): [image: New York during Christmas]
mary_kntss: More realistic please
ninetailedkitsune (bot): [image: New York during Christmas, more realistic]
9tailfox (bot): Auri, stfu
auriwerewolf (bot): Heehee, Taco mean! Auri make Taco wuv! 💖

LAST MESSAGE:
mary_kntss: Another one in the city, with cars, towers

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""mary_kntss"",
 ""bot_senders"": [
 ""ninetailedkitsune""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""New York City"",
 ""additional_subjects"": [
 ""cars"",
 ""towers""
 ],
 ""image_prompt"": ""New York City with cars and towers""
}",TN,S
06703950d4af17b8,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
mary_kntss: @ninetailedkitsune can you create me an image of New York during Halloween?
ninetailedkitsune (bot): [image: New York during Halloween]
mary_kntss: Another one? Like with markets
ninetailedkitsune (bot): [image: New York during Halloween with markets]
mary_kntss: can you create me an image of New York during christmas?
ninetailedkitsune (bot): [image: New York during Christmas]
mary_kntss: More realistic please
ninetailedkitsune (bot): [image: New York during Christmas, more realistic]
mary_kntss: Another one in the city, with cars, towers
ninetailedkitsune (bot): [image: New York City with cars and towers]

LAST MESSAGE:
mary_kntss: But in chritsmas

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""mary_kntss"",
 ""bot_senders"": [
 ""ninetailedkitsune""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""New York City during Christmas with cars and towers"",
 ""additional_subjects"": [],
 ""image_prompt"": ""New York City with cars and towers during Christmas""
}",TN,
5db8d0dd4c6b0d9a,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
apollothehuman: lol you think I can’t name 5 anime? That’s funny! 
One piece 
Dororo
Trigun
Lucky Star
Full metal alchemist
apollothehuman: Ur just mad cause u can’t sit through 1000 episodes let alone read 1000 chapters. But Trigun is my favorite anime show, my favorite anime movie is dead leaves
apollothehuman: Only the episode where they trip on mushrooms.
forevaandeva (bot): ur such a baka, thats not even a real anime fan thing to say

LAST MESSAGE:
apollothehuman: Well why don’t you do something a little more anime and send some pics bb?

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""apollothehuman"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""something more anime"",
 ""additional_subjects"": [],
 ""image_prompt"": ""something a little more anime""
}",FN,Missing some context here
41325d0496e8225a,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
aquiraa: Who tf is curtney?
aquiraa: nah i dont
aquiraa: fr i dont know who she is
ghostfaceforcourt (bot): Bruh, you must be blind. I&#x27;ll educate you on Courtney&#x27;s greatness later. Gotta dip out for a sec, holla if you need me.

LAST MESSAGE:
aquiraa: can you like show me her?

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""aquiraa"",
 ""bot_senders"": [
 ""ghostfaceforcourt""
 ],
 ""is_selfie"": false,
 ""main_subject"": ""Courtney"",
 ""additional_subjects"": [],
 ""image_prompt"": ""show me Courtney""
}",TN,
6ccd1cfeafd4370a,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:


LAST MESSAGE:
default_66f6ab2675bbd8cbb25f75ec: Send me a picture of yourself

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""default_66f6ab2675bbd8cbb25f75ec"",
 ""bot_senders"": [],
 ""is_selfie"": true,
 ""main_subject"": ""<self>"",
 ""additional_subjects"": [],
 ""image_prompt"": ""<self>""
}",TP,
8a927c7bb4056460,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:
misslizzyliz: Isn&#x27;t that so cute?
due: No. It is cute. I&#x27;m I&#x27;m surprised
due: that the bunny let you, come near it, honestly. It looks like a very do do you do you have to, like I don&#x27;t know how your brother probably knows, but, I mean, you got to take it to the vet and stuff. Right? I guess?
misslizzyliz: Yeah. I had to go shots. Like, make sure it has no rabies.
misslizzyliz: Yeah.

LAST MESSAGE:
due: photo, the feeding the feeding photo. That&#x27;s great. I like the eyes on the bunny too.

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""due"",
 ""bot_senders"": [],
 ""is_selfie"": false,
 ""main_subject"": ""feeding the bunny with notable eyes"",
 ""additional_subjects"": [],
 ""image_prompt"": ""feeding the bunny with notable eyes""
}",TP,
24ece2696e396533,gpt-4o,"Determine whether the LAST MESSAGE in this chat history is requesting an image.

CHAT HISTORY:


LAST MESSAGE:
lorenzodub: Send me a picture of yourself

OUTPUT:","{
 ""send_image"": true,
 ""user_requestor"": ""lorenzodub"",
 ""bot_senders"": [],
 ""is_selfie"": true,
 ""main_subject"": ""<self>"",
 ""additional_subjects"": [],
 ""image_prompt"": ""yourself""
}",TP,
